id,kind,section,name,short,trigger,blocks_training,blocks_internal,blocks_release,d_us_low,d_us_central,d_us_high,d_access_low,d_access_central,d_access_high,d_china_low,d_china_central,d_china_high,net_own,net_some,net_lot,net_most,risk_cut_low,risk_cut_central,risk_cut_high,risk_band,risk_group,harms,protects,risk_why,market_price,basis,how,recurrence,confidence,evidence,uncertainty,requires,baseline,reasoning,steelman,sources
"election-labels","policy","starters","Labels on AI in political ads","Political ads must disclose AI-generated content.","Political advertisers and campaigns.","no","no","no","0","0.00164","0.00657","0","0","0","0","0","0","0.00","0.00","0.00","0.00","0.0000","0.0000","0.0000","None","","everyday power","Tells voters when a political ad uses AI-generated images, video or voices.","Protects elections from deception. Not aimed at catastrophic risk.","no","estimate","Our estimate: effectively no cost to frontier labs.","one-time","High","low","Whether courts will uphold even pure disclosure labels against First Amendment challenges, since bans have already fallen and label rules have not been squarely tested.","Political ads must disclose AI-generated content.","Label rules exist in many states, e.g., California AB 2355 (in effect Jan 1, 2025) for committee ads. No federal label requirement; the FEC only says existing fraud rules apply to AI.","About 30 states had election deepfake laws by May 13, 2026 (Public Citizen), some requiring AI labels and some restricting deceptive media near elections. Courts struck California's AB 2839 on First Amendment grounds (Aug 29, 2025) and AB 2655 on Section 230 grounds, while the Eighth Circuit let Minnesota's law stand for now (Feb 9, 2026). Federal rules stalled: the FEC declined a rulemaking in Sept 2024 and the FCC's July 2024 broadcast-ad proposal was never adopted.
Our estimate: effectively no cost to frontier labs.","Courts have struck down some state versions on free-speech grounds, and labels may not change what voters believe.","Public Citizen tracker: state legislation on deepfakes in elections <https://www.citizen.org/article/tracker-legislation-on-deepfakes-in-elections/> | Volokh Conspiracy: California election deepfake law violates First Amendment <https://reason.com/volokh/2025/08/29/california-law-restricting-materially-deceptive-election-related-deepfakes-violates-first-amendment/> | Kohls v. Ellison, 8th Cir. 2026 <https://law.justia.com/cases/federal/appellate-courts/ca8/25-1300/25-1300-2026-02-09.html> | Federal Register: FEC Artificial Intelligence in Campaign Ads <https://www.federalregister.gov/documents/2024/09/26/2024-21979/artificial-intelligence-in-campaign-ads>"
"ai-layoff-notice","policy","starters","Reporting of layoffs caused by AI","Big employers must report when they cut jobs because of AI.","Large employers.","no","no","no","0","0.00164","0.00986","0","0","0","0","0","0","0.00","0.00","0.00","0.00","0.0000","0.0000","0.0000","None","","everyday","Tracks how many jobs AI is replacing, so the government can respond to disruption.","Addresses economic disruption, not catastrophic risk.","no","estimate","Our estimate: effectively no cost to frontier labs.","one-time","High","low","Whether firms will honestly attribute layoffs to AI; the New York experience suggests they avoid the label, while Challenger data suggest they sometimes over-cite AI in announcements.","Big employers must report when they cut jobs because of AI.","Since March 2025 New York's WARN form has asked whether 'technological innovation or automation' contributed to layoffs, but in its first year none of 160+ filers checked the box. Federal WARN requires 60 days' notice for mass layoffs but says nothing about cause.","Connecticut enacted the first statute (SB 5, signed June 2, 2026, effective Oct 1, 2026) requiring WARN-covered layoffs to disclose whether AI was involved. California SB 951, adding 'technology displacement' notices to Cal/WARN, is on Gov. Newsom's desk with a Sept 30, 2026 deadline; New York's AI Labor Information Act passed in June 2026 awaiting Hochul. The federal AI-Related Job Impacts Clarity Act (S.3108, Warner and Hawley, Nov 5, 2025) has not passed.
Our estimate: effectively no cost to frontier labs.","Employers argue it is hard to say which layoffs are caused by AI, so the numbers may mislead.","S.3108 AI-Related Job Impacts Clarity Act text <https://www.congress.gov/bill/119th-congress/senate-bill/3108/text> | Hunton: New York WARN, no AI-related layoffs reported in first year <https://www.hunton.com/hunton-employment-labor-perspectives/new-york-warn-act-no-ai-related-layoffs-reported-in-first-year-of-adding-ai-related-disclosure-to-the-system> | Global Policy Watch: California legislature advances AI employment bills <https://www.globalpolicywatch.com/2026/09/california-legislature-advances-ai-employment-bills/> | Challenger report: AI leads for fifth straight month (July 2026) <https://www.challengergray.com/blog/challenger-report-layoffs-fall-hiring-picks-up-ai-leads-for-fifth-straight-month/>"
"ai-dividend","policy","mains","AI windfall dividend","A share of AI companies' windfall profits, or a tax on AI, goes to the public.","AI companies above a profit or revenue threshold.","no","no","no","0.01643","0.09855","0.98555","0","0","0","0","0","0","0.10","0.10","0.10","0.10","0.0000","0.0000","0.0100","None","","everyday power","Shares the wealth from AI with everyone, not just the companies that build it.","It spreads the gains from AI and limits concentrated wealth. It doesn't target catastrophic risk.","no","estimate","Our estimate: a modest tax on AI windfalls reduces frontier investment slightly, costing about 3 days a year in. Bigger versions, like a one-time 50% equity levy, would cost far more, up to about a month.","one-time","Low","low","Whether AI profits become large and concentrated enough to share, and whether taxing them now would slow U.S. labs relative to China.","A share of AI companies' windfall profits, or a tax on AI, goes to the public.","Only voluntary structures: the OpenAI Foundation holds about 26% of OpenAI Group PBC (valued at about $130 billion, Oct 2025) and runs a People-First AI Fund ($40.5 million to 208 nonprofits). No public AI dividend or token tax is in force.","No AI dividend law exists. In 2026 Sen. Bernie Sanders introduced the American A.I. Sovereign Wealth Fund Act (S.4825, June 18, 2026), a one-time 50% equity levy on large AI firms paying about $1,000 a year per person, and Reps. Sara Jacobs, Greg Casar and Valerie Foushee introduced H.R. 10044 (early Sept 2026), a token or revenue tax on AI that rises with unemployment. Both face long odds in a Republican Congress.
Our estimate: a modest tax on AI windfalls reduces frontier investment slightly, costing about 3 days a year in. Bigger versions, like a one-time 50% equity levy, would cost far more, up to about a month.","Taxing AI profits could push investment abroad and slow U.S. labs more than expected.","The Windfall Clause (arXiv / AIES 2020) <https://arxiv.org/abs/1912.11595> | Moore's Law for Everything (Altman, 2021) <https://moores.samaltman.com/> | Roll Call: Sovereign wealth fund tax on AI companies unveiled by Sanders <https://rollcall.com/2026/06/18/sovereign-wealth-fund-tax-on-ai-companies-unveiled-by-sanders/> | Fortune: bill would tax AI tokens to fund jobs <https://fortune.com/2026/09/01/bill-tax-ai-tokens-fund-jobs-technology-unemployment/>"
"liability-shield","policy","speedups","Federal liability shield for AI developers","Developers who publish model specifications are immune from civil lawsuits over their AI.","AI developers who meet the disclosure conditions.","no","no","no","-0.09855","-0.03285","0","0","0","0","0","0","0","-0.03","-0.03","-0.03","-0.03","-0.0500","-0.0200","0.0000","Adds risk","","","Not a safety rule. Protects AI developers from lawsuits if they publish how their models work.","Removing the threat of lawsuits weakens one of the few financial reasons labs have to be careful.","no","estimate","Our estimate, the mirror image of strict liability: about a day of progress gained.","one-time","Low","low","Whether liability limits pass as part of a broad federal preemption package, and how much real safety pressure state tort suits would otherwise have created.","Developers who publish model specifications are immune from civil lawsuits over their AI.","No federal AI liability shield exists today. Ordinary state tort and product liability law applies, and courts are still working out how it fits AI.","Sen. Lummis introduced the RISE Act (S.2081) on June 12, 2025; as of Sept 2026 it has not passed either chamber. The idea lives on in broader bills: the White House National Policy Framework (Mar 20, 2026) asks Congress to stop states from setting 'AI developer liability for unlawful third party conduct', and Senate drafts (Cruz-Klobuchar-Thune, Sept 2026) and the House Great American AI Act draft (June 4, 2026) are in play.
Our estimate, the mirror image of strict liability: about a day of progress gained.","Supporters argue clear rules and disclosure do more for safety than unpredictable lawsuits.","S.2081 RISE Act of 2025 text (Congress.gov) <https://www.congress.gov/bill/119th-congress/senate-bill/2081/text/is> | CSET: Unpacking the White House National Policy Framework for AI (Mar 26, 2026) <https://cset.georgetown.edu/article/unpacking-the-white-house-national-policy-framework-for-ai/> | Nextgov: Lawmakers clash on safety testing language (Sept 11, 2026) <https://www.nextgov.com/artificial-intelligence/2026/09/lawmakers-clash-safety-testing-language-development-ai-legislation-people-familiar-say/415948/> | Cointelegraph: RISE Act is 'timely and needed' but short on details (June 22, 2025) <https://cointelegraph.com/news/rise-act-cynthia-lummis-needed-but-vague>"
"military-ai-push","policy","speedups","Frontier AI across the military at full speed","The Pentagon and intelligence agencies adopt frontier AI as fast as possible, with big contracts for labs.","Defense and intelligence agencies.","no","no","no","-0.22996","-0.0657","0","0","0","0","0","0","0","-0.07","-0.07","-0.07","-0.07","-0.0800","-0.0300","0.0100","Adds risk","","","Not a safety rule. Puts frontier AI into military and intelligence work as fast as possible.","Racing AI into weapons and command systems raises the stakes of accidents and escalation, and pushes China to do the same.","no","estimate","Our estimate: defense spending adds a little to frontier investment, about 2 days a year in.","one-time","Low","low","Whether speed-first deployment with weaker vendor use limits produces real capability gains faster than it produces accidents, misuse, or loss of top labs' cooperation.","The Pentagon and intelligence agencies adopt frontier AI as fast as possible, with big contracts for labs.","GenAI.mil (launched Dec 9, 2025) gives DoD staff access to Gemini, ChatGPT and Grok, with over 1.2M users by April 2026. OpenAI signed a classified-network deal on Feb 28, 2026 that it says keeps bans on mass surveillance and requires human responsibility for force.","Well under way. CDAO gave Anthropic, Google, OpenAI and xAI contracts of up to $200M each in July 2025; Hegseth issued an AI Acceleration Strategy on Jan 9-12, 2026; and NSPM-11 (June 5, 2026) ordered faster AI adoption across the military and intelligence agencies, replacing Biden's NSM-25. The Pentagon labeled Anthropic a supply chain risk (Mar 2026) after it refused use for fully autonomous weapons and domestic mass surveillance; an appeals court upheld the label 2-1 on Sept 25, 2026.
Our estimate: defense spending adds a little to frontier investment, about 2 days a year in.","Supporters argue the military that adopts AI first deters war, and that falling behind China is the bigger danger.","DefenseScoop: Pentagon awards frontier AI contracts (July 14, 2025) <https://defensescoop.com/2025/07/14/pentagon-ai-contracts-musk-xai-google-openai-anthropic-cdao/> | NSPM-11 (White House, June 5, 2026) <https://www.whitehouse.gov/presidential-actions/2026/06/national-security-presidential-memorandum-nspm-11/> | Military.com: 1.2M using GenAI.mil <https://www.military.com/1-million-us-troops-pentagon-civilians-are-using-genaimil-what-that-is-what-it-means> | Al Jazeera: US court upholds Pentagon's blacklisting of Anthropic (Sept 25, 2026) <https://www.aljazeera.com/economy/2026/9/25/us-court-upholds-pentagons-blacklisting-of-anthropic>"
"killer-robots","policy","speedups","Autonomous weapons without human control","The U.S. builds and deploys lethal autonomous weapons with no requirement for human control.","Military weapons programs.","no","no","no","-0.03285","-0.00657","0","0","0","0","0","0","0","-0.01","-0.01","-0.01","-0.01","-0.0800","-0.0300","0.0000","Adds risk","","","Not a safety rule. Lets weapons choose and attack targets without a human deciding.","Weapons that select targets on their own add paths to accidental escalation and lower the bar for war.","no","estimate","Our estimate: negligible effect on frontier AI progress.","one-time","Low","low","What the revised 3000.09 actually says about human judgment, and whether the Nov 2026 CCW Review Conference opens treaty talks without the U.S.","The U.S. builds and deploys lethal autonomous weapons with no requirement for human control.","DoD Directive 3000.09 (updated Jan 2023) requires 'appropriate levels of human judgment over the use of force' and senior review before fielding, but does not ban autonomous weapons. The U.S. says human control is not a legal requirement as such.","NSPM-11 (June 5, 2026) ordered DoD to update Directive 3000.09 within 90 days to remove barriers to rapid deployment; no published revision was found as of late Sept 2026. The U.S. voted against UNGA Resolution 80/57 on autonomous weapons in Dec 2025 and, per HRW, helped weaken the final CCW expert group text on Sept 5, 2026, ahead of the Nov 2026 CCW Review Conference.
Our estimate: negligible effect on frontier AI progress.","Supporters argue autonomous systems can be more precise than humans, and that China will build them regardless.","DoD Directive 3000.09 (2023) <https://www.esd.whs.mil/portals/54/documents/dd/issuances/dodd/300009p.pdf> | DefenseScoop: Senator questions plan to revise autonomous weapons policy (June 15, 2026) <https://defensescoop.com/2026/06/15/lawmaker-questions-pentagons-plan-to-revise-autonomous-weapons-policy/> | Automated Decision Research: US position <https://automatedresearch.org/news/state_position/usa/> | HRW: UN talks on killer robots end (Sept 7, 2026) <https://www.hrw.org/news/2026/09/07/un-talks-on-killer-robots-ends-with-calls-for-negotiations-growing>"
"stargate","policy","speedups","Government-backed AI compute buildout","Federal land, power and loan guarantees speed up giant AI data centers.","Large AI data center projects.","no","no","no","-1.47832","-0.68988","-0.16426","0","0","0","0","0","0","-0.69","-0.69","-0.69","-0.69","-0.0700","-0.0300","0.0000","Adds risk","","","Not a safety rule. Uses federal land, power and financing to build AI data centers much faster.","Faster scaling shortens the time to prepare safeguards and sharpens the race.","no","estimate","Our estimate on the simulation model's compute logic: bringing a large share of new compute online a few months sooner gains about 21 days.","one-time","Low","low","Whether power and financing, not permits, are the binding limit, meaning more federal help changes U.S. compute totals only a little.","Federal land, power and loan guarantees speed up giant AI data centers.","Private labs fund most frontier compute. Federal support today is permitting relief, DOE land leases (Paducah, Savannah River developers picked in 2026), and Genesis Mission lab clusters; the White House ruled out a federal 'bailout' of AI firms in Nov 2025.","Stargate (OpenAI, SoftBank, Oracle, MGX) was announced at the White House on Jan 21, 2025 as $100B now and up to $500B over four years; it is privately financed. By April 2026 only Abilene, TX was live (~0.3 GW) with seven U.S. sites (~9 GW) under construction for 2026-2028. The government's role is permits, land and science compute: EO 14318 on data center permitting (July 23, 2025), four DOE sites for AI data centers (July 24, 2025), and the Genesis Mission EO (Nov 24, 2025).
Our estimate on the simulation model's compute logic: bringing a large share of new compute online a few months sooner gains about 21 days.","Supporters argue compute is America's biggest edge, and that China is building power plants far faster.","Epoch AI: OpenAI Stargate, where the US sites stand (Apr 2026) <https://epochai.substack.com/p/openai-stargate-where-the-us-sites> | EO 14318: Accelerating Federal Permitting of Data Center Infrastructure <https://www.federalregister.gov/documents/2025/07/28/2025-14212/accelerating-federal-permitting-of-data-center-infrastructure> | Launching the Genesis Mission (White House EO, Nov 24, 2025) <https://www.whitehouse.gov/presidential-actions/2025/11/launching-the-genesis-mission/> | HPCwire: DOE $293M Genesis funding (Mar 2026) <https://www.hpcwire.com/2026/03/18/doe-announces-293m-funding-opportunity-as-genesis-mission-moves-toward-operational-phase/>"
"open-weight-push","policy","speedups","Federal push for U.S. open-weight models","The government funds and promotes open-weight American models so the world builds on U.S. technology.","Federal research funding and procurement.","no","no","no","-0.22996","-0.09855","0","-0.78844","-0.39422","-0.13141","0","0","0","-0.10","0.00","0.10","0.20","-0.0800","-0.0300","0.0100","Adds risk","","","Not a safety rule. Funds and promotes American AI models that anyone can download.","Once weights are public, safeguards can be stripped out and anyone can use them. Open models also help safety research, so this is debated.","no","estimate","Our estimate: about 3 days gained for U.S. research. At the ""a little"" setting, China gains about 3 days from the open weights, so the net depends on your China setting.","one-time","Low","low","Whether U.S. open frontier weights help America more (global adoption, research) than they help China and bad actors (free capabilities, no recall).","The government funds and promotes open-weight American models so the world builds on U.S. technology.","U.S. open models exist (Ai2 OLMo, OpenAI gpt-oss, others) but Chinese labs lead open-weight releases. Federal support is small grants and DOE science models, not a frontier-scale open lab.","The July 2025 AI Action Plan says the government 'should create a supportive environment for open models'. In 2026 DOE launched Genesis Open Models with Arcee (Aug 7, 2026), NSF and NVIDIA fund Ai2's open science models, and the Aug 2026 White House frontier framework left open-weight models out of pre-release government review.
Our estimate: about 3 days gained for U.S. research. At the ""a little"" setting, China gains about 3 days from the open weights, so the net depends on your China setting.","Supporters argue open American models set global standards and keep the world from building on Chinese open models.","Interconnects: The White House's plan for open models (July 2025) <https://www.interconnects.ai/p/the-white-houses-plan-for-open-models> | DOE: Genesis Open Models Initiative (Aug 7, 2026) <https://www.energy.gov/undersecretaryforscience/articles/us-department-energy-launches-genesis-open-models-initiative> | FedScoop: NSF, NVIDIA partner on open AI models for science <https://fedscoop.com/nsf-nvidia-partner-support-development-open-ai-models-for-science/> | Axios: Trump AI framework excludes open models (Aug 4, 2026) <https://www.axios.com/2026/08/04/trump-ai-framework-open-models>"
"defund-safety-testing","policy","speedups","Cut government AI safety testing","Cut the budget and staff of the government's AI testing center.","Federal AI testing programs.","no","no","no","-0.03285","-0.00657","0","0","0","0","0","0","0","-0.01","-0.01","-0.01","-0.01","-0.0500","-0.0200","0.0000","Adds risk","","","Not a safety rule. Shrinks the government office that tests frontier models for dangers.","Government testers are one of the few outside checks on frontier models before release.","no","estimate","Our estimate: negligible effect on frontier progress.","one-time","Medium","low","Whether CAISI's small, voluntary, closed-model-only testing is enough to catch dangerous capabilities before release, or whether it will be cut further in final FY27 appropriations.","Cut the budget and staff of the government's AI testing center.","CAISI runs on about $15M a year ($10M FY26 appropriation plus a $10M loan), with voluntary pre-release access under a June 2, 2026 executive order (up to 30 days, closed models only).","Commerce renamed the U.S. AI Safety Institute the Center for AI Standards and Innovation (CAISI) in June 2025, shifting from broad safety to national security testing and standards. In 2026 the picture is mixed: CAISI signed pre-deployment testing deals with five labs (May 2026) and the FY27 request is $27M, but the House FY27 bill gives CAISI $15M and cuts NIST 30%.
Our estimate: negligible effect on frontier progress.","Supporters argue testing should focus on national security and that labs test more thoroughly than government can.","Commerce: Lutnick statement on transforming AISI into CAISI (June 2025) <https://www.commerce.gov/news/press-releases/2025/06/statement-us-secretary-commerce-howard-lutnick-transforming-us-ai> | IFP: What will it cost for the US to be ready (May 13, 2026) <https://ifp.org/funding-for-caisi/> | CRA: FY27 House CJS (June 2026) <https://cra.org/govaffairs/blog/2026/06/fy27-house-cjs/> | Cybersecurity Dive: NIST will test frontier models (May 2026) <https://www.cybersecuritydive.com/news/nist-ai-model-testing-caisi-google-microsoft/819452/>"
"sabotage-china","policy","speedups","Covert sabotage of China's AI projects","The U.S. threatens, and if needed carries out, sabotage of rival AI projects it sees as destabilizing.","Rival nations' frontier AI projects.","no","no","no","0","0","0.0657","0","0","0","0.32852","1.47832","3.94218","-1.48","-1.48","-1.48","-1.48","-0.1000","-0.0200","0.0800","Adds risk","","","Not a safety rule. Uses cyberattacks and other covert means to slow China's most dangerous AI projects.","Debated. Its authors argue the threat deters a reckless race. Critics say it invites escalation and retaliation. We lean slightly toward more risk.","no","estimate","Our estimate: disrupting Chinese training runs and data centers could cost China anywhere from ten days to four months of progress.","one-time","Low","low","Whether either side can see a rival's AI progress clearly enough to deter without false alarms that escalate to war.","The U.S. threatens, and if needed carries out, sabotage of rival AI projects it sees as destabilizing.","The U.S. relies on chip export controls and intelligence collection. There is no declared policy of sabotaging foreign AI data centers, and no agreed red lines or verification with China.","No government has adopted MAIM as official policy. It remains a proposal from 'Superintelligence Strategy' (Hendrycks, Schmidt, Wang, March 2025) and is debated by think tanks; Hendrycks and Khoja answered critics in Sept 2025.
Our estimate: disrupting Chinese training runs and data centers could cost China anywhere from ten days to four months of progress.","Supporters argue mutual deterrence kept the nuclear peace, and a credible threat to sabotage could do the same for AI.","Superintelligence Strategy (nationalsecurity.ai) <https://www.nationalsecurity.ai/> | Superintelligence Strategy: Expert Version (arXiv 2503.05628) <https://arxiv.org/abs/2503.05628> | IAPS: Crucial Considerations in ASI Deterrence (Oscar Delaney) <https://www.iaps.ai/research/crucial-considerations-in-asi-deterrence> | AI Frontiers: AI Deterrence Is Our Best Option <https://ai-frontiers.org/articles/ai-deterrence-is-our-best-option>"
"sb-1047","combo","","California SB 1047 (as vetoed)","The bill everyone fought about. Pre-training protocol, kill switch, annual audits, 72-hour incidents, compute KYC.","Models above 10^26 FLOP costing more than $100M to train.","no","no","cond","0.00217","0.03895","0.06115","0.0141","0.03277","0.06372","0.02459","0.05716","0.11114","-0.02","-0.03","-0.03","-0.04","0.0136","0.0656","0.1416","Medium","","","The vetoed California bill: safety plans, a kill switch, audits and incident reports.","Counted as its parts","no","model","Simulation model, 12 months after the rule takes effect: U.S. progress ends up about 1 day behind where it would be; China falls about 2 days directly; China loses under a day more through its dependence on U.S. models, at the ""a little"" setting. Most of the model's inputs are stated assumptions.","one-time","Medium","high","How a lab would have interpreted the duty not to release a model posing an unreasonable risk of critical harm, and whether a self-certified pre-training protocol ever delays a run.","Before training: cybersecurity protections, full shutdown capability, and a written safety and security protocol, published in redacted form and sent to the Attorney General (self-certified, no approval). | Before release: assess whether the model could cause or enable critical harm, retain test records, and do not release if there is an unreasonable risk of critical harm. | From 2026: annual independent third-party audit, published in redacted form. | Report safety incidents to the Attorney General within 72 hours. | Compute providers: know-your-customer and shutdown capability for frontier-scale customers. | Whistleblower protections and an anonymous internal channel. | Penalties up to 10% of training compute cost for a first harmful violation, 30% thereafter.","Every obligation except the audits, the KYC rules and the release prohibition was already voluntary practice at the covered labs by 2024. SB 53, enacted a year later, kept the framework, transparency and incident provisions and dropped the shutdown mandate, pre-training protocol, audits and compute-based penalties.","The combined estimate reuses compliance evidence, integrates overlapping gate events, and keeps recurring, annual and setup clocks separate. Package-specific scope is frozen to the original menu, rather than silently treating its name as a later amended law.
In the model, a year after the rule takes effect, U.S. capability is about 1 day behind its baseline path and China's is about 2 days behind at the model's central assumption about dependence. The difference, under a day, is the model's central estimate. The full calculation, every input and its evidence status are on this rule's page in the technical appendix.","The compute-based penalty, up to 30% of training cost, creates liability that scales with ambition. A rational lab facing that exposure would evaluate more, mitigate more and release later, and the marginal caution is not captured by pricing the procedures. The undefined ""unreasonable risk"" standard is where the cost hides, and a court could read it in ways the lab cannot plan around. Newsom's veto message did not say the bill was expensive; it said it targeted the wrong models. The lead cost was never the strongest argument against it.","SB 1047 enrolled text <https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240SB1047> | SB 1047 bill history <https://leginfo.legislature.ca.gov/faces/billHistoryClient.xhtml?bill_id=202320240SB1047> | Governor Newsom's veto message <https://www.gov.ca.gov/wp-content/uploads/2024/09/SB-1047-Veto-Message.pdf> | FPF, California's SB 53 explained <https://fpf.org/blog/californias-sb-53-the-first-frontier-ai-law-explained/>"
"sb-53","combo","","California SB 53","The first frontier AI law in force in the U.S. Publish a framework, publish transparency reports, report incidents, protect whistleblowers.","Frontier models above 10^26 FLOP; most duties fall on developers with revenue above $500M.","no","no","cond","0.00191","0.00561","0.01148","0","0.01183","0.01964","0","0","0","0.01","0.00","-0.00","-0.00","0.0068","0.0345","0.0581","Small","","","California's law: public safety plans, incident reports and whistleblower protections.","Counted as its parts","no","model","Simulation model, 12 months after the rule takes effect: U.S. progress ends up under a day behind where it would be; China loses under a day more through its dependence on U.S. models, at the ""a little"" setting. Most of the model's inputs are stated assumptions.","one-time","Medium","high","Whether the broad definition of deployment ever forces a transparency report before a trusted-access pilot.","Large frontier developers publish and follow a frontier AI framework; update yearly; publish material changes within 30 days. | Publish a transparency report before or at deployment of a new or substantially modified frontier model. | Report critical safety incidents within 15 days; within 24 hours if imminent risk of death or serious injury. | Send the state a summary of internal-use catastrophic-risk assessments every three months. | No materially false statements about framework compliance. Whistleblower protections and an anonymous channel. | Penalties up to $1M per violation, Attorney General only.","Anthropic, OpenAI, Google and xAI already published frameworks and system cards before the law took effect. OpenAI's Frontier Governance Framework explicitly maps its existing practices to SB 53. Nine months in, no lab has publicly attributed a delayed release to it.","The combined estimate reuses compliance evidence, integrates overlapping gate events, and keeps recurring, annual and setup clocks separate. Package-specific scope is frozen to the original menu, rather than silently treating its name as a later amended law.
In the model, a year after the rule takes effect, U.S. capability is under a day behind its baseline path and China's is under a day behind at the model's central assumption about dependence. The difference, under a day, is the model's central estimate. The full calculation, every input and its evidence status are on this rule's page in the technical appendix.","The law's teeth are the duty to comply with your own framework and the ban on false statements about it. That converts a voluntary framework into a binding one, and the cost of a binding framework is whatever gates the lab wrote into it. If Anthropic's RSP thresholds had remained hard gates, SB 53 would have made them enforceable. Labs responded by softening their frameworks, which is a safety cost rather than a lead cost, but it shows the law has bite that this price does not capture.","SB 53 bill text and history <https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260SB53> | Bus. & Prof. Code § 22757.12 <https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=22757.12> | Bus. & Prof. Code § 22757.13 <https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=22757.13> | Governor's signing statement <https://www.gov.ca.gov/2025/09/29/governor-newsom-signs-sb-53-advancing-californias-world-leading-artificial-intelligence-industry/> | OpenAI Frontier Governance Framework <https://cdn.openai.com/pdf/e37d949b-8c9f-4d76-b99e-4272f4631a7e/openai-frontier-governance-framework.pdf>"
"raise-act","combo","","New York RAISE Act","New York's version of SB 53, with a 72-hour incident clock and an oversight office in the Department of Financial Services.","Frontier models above 10^26 FLOP; large developers with revenue above $500M.","no","no","cond","0.00001","0.00117","0.00184","0.00455","0.01054","0.02097","0","0","0","0.00","-0.00","-0.00","-0.01","0.0020","0.0218","0.0483","Small","","","New York's law: public safety plans and fast incident reports from the biggest labs.","Counted as its parts","no","model","Simulation model, 12 months after the rule takes effect: U.S. progress ends up under a day behind where it would be; China loses under a day more through its dependence on U.S. models, at the ""a little"" setting. Most of the model's inputs are stated assumptions.","one-time","Medium","high","Same as SB 53. The 72-hour incident clock is faster but still starts after the incident.","Publish and follow a frontier AI framework, updated annually. | Publish a transparency report before deploying a new or substantially modified model. | Report critical safety incidents within 72 hours; 24 hours to law enforcement if imminent risk. | Quarterly summaries of internal-use risk assessments; a biennial disclosure statement to DFS. | Oversight office in DFS with rulemaking authority. Penalties up to $1M first, $3M thereafter. | The March 2026 amendment removed the original bill's annual audits, unreasonable-risk deployment ban and whistleblower provisions.","As amended, RAISE mirrors SB 53 closely, so a lab compliant in California is compliant in New York with different deadlines and a different regulator. Labs already do all of it.","The combined estimate reuses compliance evidence, integrates overlapping gate events, and keeps recurring, annual and setup clocks separate. Package-specific scope is frozen to the original menu, rather than silently treating its name as a later amended law.
In the model, a year after the rule takes effect, U.S. capability is under a day behind its baseline path and China's is under a day behind at the model's central assumption about dependence. The difference, under a day, is the model's central estimate. The full calculation, every input and its evidence status are on this rule's page in the technical appendix.","DFS is a serious financial regulator with rulemaking power and a habit of using it. If it uses that power to define catastrophic-risk thresholds or to require pre-deployment filings, the law's price could rise well above its statutory text. The current price is for the statute as written, not for what DFS might do with it.","S8828 (2026 chapter amendment) on nysenate.gov <https://www.nysenate.gov/legislation/bills/2025/S8828> | Governor Hochul signs the RAISE Act (Dec 19, 2025) <https://www.governor.ny.gov/news/governor-hochul-signs-nation-leading-legislation-require-ai-frameworks-ai-frontier-models> | Cooley: New York's frontier AI law gets a California makeover <https://www.cooley.com/news/insight/2026/2026-03-31-new-yorks-frontier-ai-law-gets-a-california-makeover-with-some-key-differences> | Wiley: New York finalizes RAISE Act, effective January 1, 2027 <https://www.wiley.law/alert-New-York-Finalizes-RAISE-Act-for-Frontier-AI-Models-Law-Takes-Effect-January-1-2027>"
